,start,end,duration,Keywords,Monkeys,date
0,2019-10-28 09:43:17,2019-10-28 09:49:58,401.0,"Next to, go through, go over, sit middle, sit on edge, sit on top, Bite, grab",4.0,2019-10-28
1,2019-10-28 09:50:40,2019-10-28 09:51:47,67.0,"Sit on top, grab, bite",2.0,2019-10-28
2,2019-10-28 09:52:25,2019-10-28 09:56:36,251.0,"sit on top, sit on edge, go through, bite, grab, look through",2.0,2019-10-28
3,2019-10-28 09:57:00,2019-10-28 09:57:47,47.0,"sit on edge, grab, bite, go over, look through",2.0,2019-10-28
4,2019-10-28 09:57:50,2019-10-28 10:01:00,190.0,"sit on top, sit on edge, grab, bite, next to",3.0,2019-10-28
5,2019-10-28 10:02:51,2019-10-28 10:03:20,29.0,"sit on edge, sit on top, grab",1.0,2019-10-28
6,2019-10-28 10:03:50,2019-10-28 10:04:13,23.0,"next to, grab",1.0,2019-10-28
7,2019-10-28 10:23:46,2019-10-28 10:23:57,11.0,on top,1.0,2019-10-28
8,2019-10-28 10:24:03,2019-10-28 10:24:11,8.0,next to,1.0,2019-10-28
9,2019-10-28 10:24:45,2019-10-28 10:24:54,9.0,go over,1.0,2019-10-28
10,2019-10-28 10:28:12,2019-10-28 10:28:14,2.0,go over,1.0,2019-10-28
11,2019-10-28 10:28:44,2019-10-28 10:28:54,10.0,sit on top,1.0,2019-10-28
12,2019-10-28 10:31:30,2019-10-28 10:31:44,14.0,"next to, grab",1.0,2019-10-28
13,2019-10-28 10:33:00,2019-10-28 10:33:01,1.0,go over,1.0,2019-10-28
14,2019-10-28 10:36:05,2019-10-28 10:36:16,11.0,"next to, grab",1.0,2019-10-28
15,2019-10-28 11:28:55,2019-10-28 11:29:19,24.0,sit on top,1.0,2019-10-28
16,2019-10-28 11:29:32,2019-10-28 11:29:37,5.0,"next to, grab",1.0,2019-10-28
17,2019-10-28 11:33:58,2019-10-28 11:34:53,55.0,"sit on top, food",1.0,2019-10-28
18,2019-10-28 11:35:16,2019-10-28 11:35:30,14.0,"sit on top, food, shoo",2.0,2019-10-28
19,2019-10-28 11:36:43,2019-10-28 11:36:57,14.0,sit on top,1.0,2019-10-28
20,2019-10-28 11:42:00,2019-10-28 11:42:58,58.0,sit on top,1.0,2019-10-28
21,2019-10-28 11:43:44,2019-10-28 11:43:50,6.0,"next to, grab, sit on top",1.0,2019-10-28
22,2019-10-28 11:44:54,2019-10-28 11:44:59,5.0,go over,1.0,2019-10-28
23,2019-10-28 11:46:30,2019-10-28 11:47:09,39.0,"next to, grab, sit on top",1.0,2019-10-28
24,2019-10-28 11:48:16,2019-10-28 11:48:30,14.0,"next to, grab, go over",1.0,2019-10-28
25,2019-10-28 11:49:13,2019-10-28 11:49:27,14.0,sit on top,1.0,2019-10-28
26,2019-10-28 11:54:05,2019-10-28 11:55:40,95.0,sit on top,1.0,2019-10-28
27,2019-10-28 11:55:49,2019-10-28 11:55:54,5.0,go over,1.0,2019-10-28
28,2019-10-28 12:01:58,2019-10-28 12:02:13,15.0,sit on top,1.0,2019-10-28
29,2019-10-28 12:09:00,2019-10-28 12:09:36,36.0,"next to, grab, bite",1.0,2019-10-28
30,2019-10-28 12:13:19,2019-10-28 12:13:27,8.0,"on top, shoo",2.0,2019-10-28
31,2019-10-28 12:16:45,2019-10-28 12:17:07,22.0,"go through, sit on edge, grab, sit on top",1.0,2019-10-28
32,2019-10-28 12:18:16,2019-10-28 12:18:20,4.0,"sit on top, shoo",1.0,2019-10-28
33,2019-10-28 12:19:45,2019-10-28 12:21:29,104.0,"on top, next to, grab, go through, sit on edge, bite",1.0,2019-10-28
34,2019-10-28 12:31:57,2019-10-28 12:31:59,2.0,go over,,2019-10-28
35,2019-10-28 13:39:50,2019-10-28 13:40:08,18.0,"sit on edge, grab, next to",1.0,2019-10-28
36,2019-10-28 13:41:20,2019-10-28 13:42:10,50.0,"sit on edge, go through, grab",2.0,2019-10-28
37,2019-10-28 13:43:00,2019-10-28 13:44:00,60.0,"on top, sit on edge, bite",1.0,2019-10-28
38,2019-10-28 13:44:32,2019-10-28 13:45:25,53.0,"sit on edge, bite",1.0,2019-10-28
39,2019-10-28 13:46:00,2019-10-28 13:46:01,1.0,go over,1.0,2019-10-28
40,2019-10-28 13:49:10,2019-10-28 13:49:11,1.0,go through,1.0,2019-10-28
41,2019-10-28 13:50:00,2019-10-28 13:50:41,41.0,"sit on top, go in",2.0,2019-10-28
42,2019-10-28 14:16:37,2019-10-28 14:16:44,7.0,go over,1.0,2019-10-28
43,2019-10-28 14:29:39,2019-10-28 14:29:40,1.0,"go through, food",1.0,2019-10-28
44,2019-10-28 14:49:25,2019-10-28 14:49:26,1.0,"go through, food",1.0,2019-10-28
45,2019-10-28 14:56:20,2019-10-28 14:56:26,6.0,on top,1.0,2019-10-28
46,2019-10-28 14:56:30,2019-10-28 14:57:43,73.0,"grab, next to, sit on edge, bite, sit on top, shoo",1.0,2019-10-28
47,2019-10-28 14:57:50,2019-10-28 14:58:09,19.0,"on top, grab, next to",1.0,2019-10-28
48,2019-10-28 14:58:43,2019-10-28 14:58:46,3.0,go over,1.0,2019-10-28
49,2019-10-28 15:10:03,2019-10-28 15:10:05,2.0,go through,1.0,2019-10-28
50,2019-10-28 15:37:48,2019-10-28 15:37:49,1.0,go over,1.0,2019-10-28
51,2019-10-28 15:40:06,2019-10-28 15:40:14,8.0,"next to, grab, go through",1.0,2019-10-28
52,2019-10-28 15:44:04,2019-10-28 15:44:24,20.0,"go through, bite",1.0,2019-10-28
53,2019-10-28 15:54:35,2019-10-28 15:54:40,5.0,"next to, grab",1.0,2019-10-28
54,2019-10-28 16:09:05,2019-10-28 16:09:10,5.0,go over ,1.0,2019-10-28
55,2019-10-29 07:04:05,2019-10-29 07:04:12,7.0,go over,1.0,2019-10-29
56,2019-10-29 07:10:11,2019-10-29 07:10:23,12.0,"next to, grab",1.0,2019-10-29
57,2019-10-29 07:13:15,2019-10-29 07:13:17,2.0,go over,1.0,2019-10-29
58,2019-10-29 08:02:20,2019-10-29 08:02:23,3.0,go over,1.0,2019-10-29
59,2019-10-29 08:16:40,2019-10-29 08:16:42,2.0,go over,1.0,2019-10-29
60,2019-10-29 08:23:29,2019-10-29 08:23:33,4.0,sit on top,1.0,2019-10-29
61,2019-10-29 08:33:56,2019-10-29 08:33:57,1.0,go over,1.0,2019-10-29
62,2019-10-29 08:43:06,2019-10-29 08:43:19,13.0,"on top, next to",2.0,2019-10-29
63,2019-10-29 08:44:38,2019-10-29 08:44:41,3.0,go over,1.0,2019-10-29
64,2019-10-29 08:55:54,2019-10-29 08:56:12,18.0,on top,1.0,2019-10-29
65,2019-10-29 09:00:06,2019-10-29 09:00:07,1.0,go over,1.0,2019-10-29
66,2019-10-29 09:44:29,2019-10-29 09:44:32,3.0,go over,1.0,2019-10-29
67,2019-10-29 09:46:36,2019-10-29 09:46:38,2.0,go over,1.0,2019-10-29
68,2019-10-29 09:49:00,2019-10-29 09:49:01,1.0,go over,1.0,2019-10-29
69,2019-10-29 10:02:08,2019-10-29 10:02:11,3.0,go over,1.0,2019-10-29
70,2019-10-29 10:12:25,2019-10-29 10:13:10,45.0,"sit on edge, go through, on top",2.0,2019-10-29
71,2019-10-29 10:13:16,2019-10-29 10:13:20,4.0,"on top, go over",1.0,2019-10-29
72,2019-10-29 11:19:20,2019-10-29 11:19:36,16.0,"next to, through, sit on top",2.0,2019-10-29
73,2019-10-29 11:28:02,2019-10-29 11:28:19,17.0,sit on top,1.0,2019-10-29
74,2019-10-29 11:29:26,2019-10-29 11:29:29,3.0,go over,1.0,2019-10-29
75,2019-10-29 11:29:43,2019-10-29 11:29:48,5.0,"sit on top, food",1.0,2019-10-29
76,2019-10-29 11:30:13,2019-10-29 11:30:14,1.0,go over,1.0,2019-10-29
77,2019-10-29 11:30:18,2019-10-29 11:30:20,2.0,on top,1.0,2019-10-29
78,2019-10-29 11:35:24,2019-10-29 11:35:27,3.0,go over,1.0,2019-10-29
79,2019-10-29 11:35:36,2019-10-29 11:35:38,2.0,go over,1.0,2019-10-29
80,2019-10-29 11:36:41,2019-10-29 11:36:58,17.0,sit on top,1.0,2019-10-29
81,2019-10-29 11:39:37,2019-10-29 11:39:38,1.0,go over,1.0,2019-10-29
82,2019-10-29 11:39:53,2019-10-29 11:40:08,15.0,on top,1.0,2019-10-29
83,2019-10-29 12:00:30,2019-10-29 12:00:33,3.0,go through,1.0,2019-10-29
84,2019-10-29 12:14:32,2019-10-29 12:14:40,8.0,on top,1.0,2019-10-29
85,2019-10-29 13:46:58,2019-10-29 13:46:59,1.0,go over,1.0,2019-10-29
86,2019-10-29 13:49:26,2019-10-29 13:49:29,3.0,go over,1.0,2019-10-29
87,2019-10-29 13:51:20,2019-10-29 13:51:21,1.0,go over,1.0,2019-10-29
88,2019-10-29 13:52:19,2019-10-29 13:52:45,26.0,sit on top,1.0,2019-10-29
89,2019-10-29 14:10:03,2019-10-29 14:10:07,4.0,go over,1.0,2019-10-29
90,2019-10-29 14:28:12,2019-10-29 14:28:27,15.0,go over,1.0,2019-10-29
91,2019-10-29 14:30:05,2019-10-29 14:30:08,3.0,go over,1.0,2019-10-29
92,2019-10-29 15:11:00,2019-10-29 15:11:01,1.0,go over,1.0,2019-10-29
93,2019-10-29 15:29:47,2019-10-29 15:29:51,4.0,go through,1.0,2019-10-29
94,2019-10-29 15:33:48,2019-10-29 15:33:53,5.0,go over,1.0,2019-10-29
95,2019-10-29 15:42:52,2019-10-29 15:42:53,1.0,go over,1.0,2019-10-29
96,2019-10-29 15:45:00,2019-10-29 15:45:11,11.0,"next to, grab",1.0,2019-10-29
97,2019-10-29 16:44:51,2019-10-29 16:44:57,6.0,go over,1.0,2019-10-29
98,2019-10-29 16:45:09,2019-10-29 16:45:12,3.0,go through,1.0,2019-10-29
99,2019-10-29 17:23:19,2019-10-29 17:23:24,5.0,go over,1.0,2019-10-29
100,2019-10-29 17:23:55,2019-10-29 17:24:09,14.0,on top,1.0,2019-10-29
101,2019-10-29 18:35:10,2019-10-29 18:35:15,5.0,"next to, grab",1.0,2019-10-29
102,2019-10-30 07:49:54,2019-10-30 07:49:57,3.0,go over,1.0,2019-10-30
103,2019-10-30 08:06:53,2019-10-30 08:07:23,30.0,"go through, sit on edge, grab, bite",1.0,2019-10-30
104,2019-10-30 08:15:13,2019-10-30 08:15:14,1.0,go through,1.0,2019-10-30
105,2019-10-30 08:15:46,2019-10-30 08:15:50,4.0,"go through, sit on edge",1.0,2019-10-30
106,2019-10-30 08:18:45,2019-10-30 08:18:46,1.0,go over,1.0,2019-10-30
107,2019-10-30 08:19:20,2019-10-30 08:19:21,1.0,go over,1.0,2019-10-30
108,2019-10-30 08:34:19,2019-10-30 08:34:21,2.0,go over,1.0,2019-10-30
109,2019-10-30 08:39:06,2019-10-30 08:39:12,6.0,"sit on edge, grab",1.0,2019-10-30
110,2019-10-30 08:49:45,2019-10-30 08:49:56,11.0,go over,1.0,2019-10-30
111,2019-10-30 09:01:25,2019-10-30 09:02:29,64.0,"sit on edge, go through, sit on top",2.0,2019-10-30
112,2019-10-30 09:48:38,2019-10-30 09:48:50,12.0,sit on top,1.0,2019-10-30
113,2019-10-30 09:55:15,2019-10-30 09:55:19,4.0,go over,2.0,2019-10-30
114,2019-10-30 09:56:16,2019-10-30 09:56:23,7.0,"go in, sit on edge, grab, go through",1.0,2019-10-30
115,2019-10-30 09:57:13,2019-10-30 09:57:18,5.0,on top,1.0,2019-10-30
116,2019-10-30 09:57:37,2019-10-30 09:57:56,19.0,"on top, go through, sit on edge",1.0,2019-10-30
117,2019-10-30 09:58:03,2019-10-30 09:58:44,41.0,"on top, grab, sit on top",1.0,2019-10-30
118,2019-10-30 09:59:02,2019-10-30 09:59:14,12.0,"go over, slip",1.0,2019-10-30
119,2019-10-30 10:00:01,2019-10-30 10:00:13,12.0,"go through, sit on edge, on top",1.0,2019-10-30
120,2019-10-30 10:00:18,2019-10-30 10:00:25,7.0,"go through, sit on edge",1.0,2019-10-30
121,2019-10-30 11:30:19,2019-10-30 11:30:20,1.0,go over,1.0,2019-10-30
122,2019-10-30 11:31:28,2019-10-30 11:31:33,5.0,go over,1.0,2019-10-30
123,2019-10-30 11:31:53,2019-10-30 11:31:56,3.0,go over,1.0,2019-10-30
124,2019-10-30 11:32:12,2019-10-30 11:32:14,2.0,go over,1.0,2019-10-30
125,2019-10-30 11:32:22,2019-10-30 11:32:26,4.0,go over,1.0,2019-10-30
126,2019-10-30 11:33:18,2019-10-30 11:33:24,6.0,sit on top,1.0,2019-10-30
127,2019-10-30 11:33:34,2019-10-30 11:33:38,4.0,go over,1.0,2019-10-30
128,2019-10-30 11:36:29,2019-10-30 11:36:32,3.0,go over,1.0,2019-10-30
129,2019-10-30 12:15:16,2019-10-30 12:15:19,3.0,go through,1.0,2019-10-30
130,2019-10-30 12:16:13,2019-10-30 12:16:20,7.0,"sit on edge, grab, go over",1.0,2019-10-30
131,2019-10-30 12:16:37,2019-10-30 12:16:38,1.0,go over,1.0,2019-10-30
132,2019-10-30 12:19:04,2019-10-30 12:19:05,1.0,go over,1.0,2019-10-30
133,2019-10-30 12:19:12,2019-10-30 12:19:15,3.0,"sit on top, shoo?",1.0,2019-10-30
134,2019-10-30 12:19:30,2019-10-30 12:19:36,6.0,"next, to, grab",1.0,2019-10-30
135,2019-10-30 12:20:56,2019-10-30 12:20:59,3.0,on top,1.0,2019-10-30
136,2019-10-30 12:22:25,2019-10-30 12:22:44,19.0,"go through, sit on edge",1.0,2019-10-30
137,2019-10-30 12:24:10,2019-10-30 12:24:11,1.0,go over,1.0,2019-10-30
138,2019-10-30 12:39:24,2019-10-30 12:39:25,1.0,go over,1.0,2019-10-30
139,2019-10-30 12:55:07,2019-10-30 12:55:22,15.0,"sit on edge, go through, go over, shoo",2.0,2019-10-30
140,2019-10-30 13:48:33,2019-10-30 13:48:37,4.0,go over,1.0,2019-10-30
141,2019-10-30 13:54:52,2019-10-30 13:55:00,8.0,go over,1.0,2019-10-30
142,2019-10-30 13:59:10,2019-10-30 13:59:51,41.0,"sit on edge, grab, go through, bite, shoo, on top, next to",2.0,2019-10-30
143,2019-10-30 14:00:35,2019-10-30 14:01:00,25.0,sit on top,1.0,2019-10-30
144,2019-10-30 14:01:15,2019-10-30 14:06:02,287.0,"go through, sit on edge, grab, bite, shoo, sit on top",3.0,2019-10-30
145,2019-10-30 16:01:48,2019-10-30 16:01:49,1.0,go over,1.0,2019-10-30
146,2019-10-30 16:37:01,2019-10-30 16:37:02,1.0,go over,1.0,2019-10-30
147,2019-10-31 10:36:43,2019-10-31 10:36:44,1.0,go over,1.0,2019-10-31
148,2019-10-31 11:53:14,2019-10-31 11:53:15,1.0,go over,1.0,2019-10-31
149,2019-10-31 12:25:02,2019-10-31 12:25:28,26.0,"sit on top, next to, grab",1.0,2019-10-31
150,2019-10-31 12:58:34,2019-10-31 12:58:42,8.0,on top,1.0,2019-10-31
151,2019-10-31 13:40:28,2019-10-31 13:40:30,2.0,go through,1.0,2019-10-31
152,2019-10-31 13:56:29,2019-10-31 13:56:39,10.0,"next to, go through",1.0,2019-10-31
153,2019-10-31 13:54:10,2019-10-31 13:54:11,1.0,go through,1.0,2019-10-31
154,2019-10-31 13:58:55,2019-10-31 13:58:59,4.0,go over,1.0,2019-10-31
155,2019-10-31 13:59:25,2019-10-31 13:59:41,16.0,"next to, bite, sit on top,",1.0,2019-10-31
156,2019-10-31 14:21:12,2019-10-31 14:21:13,1.0,go through,1.0,2019-10-31
157,2019-10-31 14:38:57,2019-10-31 14:38:58,1.0,go through,1.0,2019-10-31
158,2019-10-31 15:08:01,2019-10-31 15:08:02,1.0,go through,1.0,2019-10-31
159,2019-10-31 15:10:18,2019-10-31 15:10:19,1.0,go over,1.0,2019-10-31
160,2019-10-31 15:30:04,2019-10-31 15:30:11,7.0,go through,1.0,2019-10-31
161,2019-10-31 15:30:40,2019-10-31 15:30:47,7.0,go through,1.0,2019-10-31
162,2019-10-31 16:02:26,2019-10-31 16:02:28,2.0,go over,1.0,2019-10-31
163,2019-10-31 16:06:11,2019-10-31 16:06:12,1.0,go through,1.0,2019-10-31
164,2019-10-31 17:17:24,2019-10-31 17:17:25,1.0,go over,1.0,2019-10-31
165,2019-10-31 17:31:17,2019-10-31 17:31:27,10.0,go over,1.0,2019-10-31
166,2019-11-01 08:42:15,2019-11-01 08:42:51,36.0,"sit on top, groom",2.0,2019-11-01
167,2019-11-01 08:58:21,2019-11-01 08:58:22,1.0,go through,1.0,2019-11-01
168,2019-11-01 09:01:55,2019-11-01 09:01:58,3.0,go over,1.0,2019-11-01
169,2019-11-01 09:02:18,2019-11-01 09:02:21,3.0,go over,1.0,2019-11-01
170,2019-11-01 10:29:02,2019-11-01 10:29:05,3.0,go over,1.0,2019-11-01
171,2019-11-01 10:36:38,2019-11-01 10:37:19,41.0,"next to, food, grab, sit on top",1.0,2019-11-01
172,2019-11-01 10:39:07,2019-11-01 10:39:09,2.0,go over,1.0,2019-11-01
173,2019-11-01 10:40:42,2019-11-01 10:41:05,23.0,sit on top,1.0,2019-11-01
174,2019-11-01 10:43:07,2019-11-01 10:43:13,6.0,go over,1.0,2019-11-01
175,2019-11-01 10:44:02,2019-11-01 10:44:03,1.0,go over,1.0,2019-11-01
176,2019-11-01 10:44:23,2019-11-01 10:44:29,6.0,"next to, grab",1.0,2019-11-01
177,2019-11-01 10:48:18,2019-11-01 10:48:32,14.0,"on top, grab",1.0,2019-11-01
178,2019-11-01 11:00:31,2019-11-01 11:00:32,1.0,"go through, food",1.0,2019-11-01
179,2019-11-01 11:10:43,2019-11-01 11:10:58,15.0,"sit on edge, food, go through",1.0,2019-11-01
180,2019-11-01 12:12:59,2019-11-01 12:13:01,2.0,go over,1.0,2019-11-01
181,2019-11-01 12:20:22,2019-11-01 12:20:24,2.0,go over,1.0,2019-11-01
182,2019-11-01 12:33:29,2019-11-01 12:40:03,394.0,"next to, bite, go through, sit on edge, grab, go over, shoo",2.0,2019-11-01
183,2019-11-01 12:40:07,2019-11-01 12:40:15,8.0,"next to, bite",1.0,2019-11-01
184,2019-11-01 12:40:23,2019-11-01 12:40:29,6.0,"on top, go over",2.0,2019-11-01
185,2019-11-01 12:43:27,2019-11-01 12:43:28,1.0,go through,1.0,2019-11-01
186,2019-11-01 12:46:48,2019-11-01 12:46:50,2.0,go through,1.0,2019-11-01
187,2019-11-01 12:47:00,2019-11-01 12:47:12,12.0,"next to, bite",1.0,2019-11-01
188,2019-11-01 13:54:45,2019-11-01 13:54:46,1.0,go over,1.0,2019-11-01
189,2019-11-01 14:07:47,2019-11-01 14:07:53,6.0,go over,1.0,2019-11-01
190,2019-11-01 15:06:32,2019-11-01 15:06:33,1.0,go through,1.0,2019-11-01
191,2019-11-01 15:28:50,2019-11-01 15:28:54,4.0,go over,1.0,2019-11-01
192,2019-11-01 15:36:24,2019-11-01 15:36:31,7.0,go through,1.0,2019-11-01
193,2019-11-01 15:39:49,2019-11-01 15:39:50,1.0,go over,1.0,2019-11-01
194,2019-11-01 15:48:40,2019-11-01 15:48:47,7.0,go over,1.0,2019-11-01
195,2019-11-01 16:00:38,2019-11-01 16:00:41,3.0,go over,1.0,2019-11-01
196,2019-11-01 17:17:15,2019-11-01 17:17:32,17.0,"go over, go through",1.0,2019-11-01
197,2019-11-01 17:28:58,2019-11-01 17:29:00,2.0,go over,1.0,2019-11-01
198,2019-11-02 07:38:47,2019-11-02 07:38:53,6.0,go over,1.0,2019-11-02
199,2019-11-02 08:05:22,2019-11-02 08:05:29,7.0,go through,1.0,2019-11-02
200,2019-11-02 08:05:50,2019-11-02 08:07:12,82.0,sit on top,1.0,2019-11-02
201,2019-11-02 08:11:13,2019-11-02 08:11:14,1.0,go through,1.0,2019-11-02
202,2019-11-02 08:25:11,2019-11-02 08:25:21,10.0,go over,1.0,2019-11-02
203,2019-11-02 08:36:28,2019-11-02 08:46:40,612.0,"On top, sit middle, lie inside, go over, look through",2.0,2019-11-02
204,2019-11-02 08:47:56,2019-11-02 08:48:12,16.0,go through,1.0,2019-11-02
205,2019-11-02 09:00:05,2019-11-02 09:05:55,350.0,sit on top,1.0,2019-11-02
206,2019-11-02 09:06:19,2019-11-02 09:06:30,11.0,go over,1.0,2019-11-02
207,2019-11-02 09:08:46,2019-11-02 09:08:47,1.0,go through,1.0,2019-11-02
208,2019-11-02 09:12:14,2019-11-02 09:12:20,6.0,go through,1.0,2019-11-02
209,2019-11-02 09:12:35,2019-11-02 09:13:27,52.0,sit on top,1.0,2019-11-02
210,2019-11-02 09:14:29,2019-11-02 09:14:30,1.0,go over,1.0,2019-11-02
211,2019-11-02 09:20:43,2019-11-02 09:22:00,77.0,"go through, sit on edge",1.0,2019-11-02
212,2019-11-02 09:28:04,2019-11-02 09:35:24,440.0,"grab, bite, sit on top",2.0,2019-11-02
213,2019-11-02 09:36:12,2019-11-02 09:52:50,998.0,"sit middle, bite, sit on edge, lie",1.0,2019-11-02
214,2019-11-02 11:05:08,2019-11-02 11:05:14,6.0,on top,1.0,2019-11-02
215,2019-11-02 11:09:39,2019-11-02 11:10:03,24.0,"next to, grab, bite, go though, sit on edge",1.0,2019-11-02
