,start,end,duration,Keywords,Monkeys,date
922,2019-11-20 16:05:30,2019-11-20 16:05:38,8.0,go over,1.0,2019-11-20
923,2019-11-20 16:05:43,2019-11-20 16:05:46,3.0,go over,1.0,2019-11-20
924,2019-11-20 16:16:31,2019-11-20 16:16:32,1.0,go over,1.0,2019-11-20
925,2019-11-20 16:29:55,2019-11-20 16:30:05,10.0,on top,1.0,2019-11-20
926,2019-11-20 16:33:57,2019-11-20 16:34:05,8.0,on top,1.0,2019-11-20
927,2019-11-20 16:58:40,2019-11-20 16:58:41,1.0,go over,1.0,2019-11-20
928,2019-11-20 16:59:53,2019-11-20 16:59:54,1.0,go over,1.0,2019-11-20
929,2019-11-20 17:02:47,2019-11-20 17:02:48,1.0,go over,1.0,2019-11-20
930,2019-11-20 18:49:06,2019-11-20 19:00:00,654.0,on top,1.0,2019-11-20
931,2019-11-21 07:01:46,2019-11-21 07:01:53,7.0,go over,1.0,2019-11-21
932,2019-11-21 07:07:25,2019-11-21 07:07:37,12.0,on top,1.0,2019-11-21
933,2019-11-21 07:08:38,2019-11-21 07:08:40,2.0,go over,1.0,2019-11-21
934,2019-11-21 07:10:06,2019-11-21 07:11:36,90.0,"go through, sit on edge, sit middle, go over",2.0,2019-11-21
935,2019-11-21 07:16:37,2019-11-21 07:26:40,603.0,"on top, sit on edge",1.0,2019-11-21
936,2019-11-21 07:46:47,2019-11-21 07:46:57,10.0,on top,1.0,2019-11-21
937,2019-11-21 07:48:19,2019-11-21 07:48:57,38.0,"on top, groom",1.0,2019-11-21
938,2019-11-21 07:54:49,2019-11-21 07:55:18,29.0,on top,1.0,2019-11-21
939,2019-11-21 07:55:23,2019-11-21 07:55:50,27.0,on top,1.0,2019-11-21
940,2019-11-21 08:09:24,2019-11-21 08:11:25,121.0,"sit middle, sit on edge",2.0,2019-11-21
941,2019-11-21 08:14:53,2019-11-21 08:15:14,21.0,"on top, groom",1.0,2019-11-21
942,2019-11-21 08:19:09,2019-11-21 08:19:10,1.0,go over,1.0,2019-11-21
943,2019-11-21 08:33:13,2019-11-21 08:33:43,30.0,"go through, sit on edge",1.0,2019-11-21
944,2019-11-21 08:36:15,2019-11-21 08:36:17,2.0,go over,1.0,2019-11-21
945,2019-11-21 08:38:38,2019-11-21 08:38:40,2.0,go through,1.0,2019-11-21
946,2019-11-21 08:38:47,2019-11-21 08:38:51,4.0,go over,1.0,2019-11-21
947,2019-11-21 08:39:04,2019-11-21 08:39:07,3.0,go over,1.0,2019-11-21
948,2019-11-21 08:40:25,2019-11-21 08:40:26,1.0,go over,1.0,2019-11-21
949,2019-11-21 08:44:30,2019-11-21 08:44:40,10.0,on top,1.0,2019-11-21
950,2019-11-21 08:45:04,2019-11-21 08:46:21,77.0,on top,1.0,2019-11-21
951,2019-11-21 08:48:12,2019-11-21 08:48:13,1.0,go over,1.0,2019-11-21
952,2019-11-21 09:08:09,2019-11-21 09:08:10,1.0,go through,1.0,2019-11-21
953,2019-11-21 09:13:43,2019-11-21 09:13:44,1.0,go through,1.0,2019-11-21
954,2019-11-21 10:08:02,2019-11-21 10:08:03,1.0,go over,1.0,2019-11-21
955,2019-11-21 11:17:13,2019-11-21 11:17:27,14.0,on top,1.0,2019-11-21
956,2019-11-21 11:17:48,2019-11-21 11:18:13,25.0,on top,1.0,2019-11-21
957,2019-11-21 14:12:17,2019-11-21 14:12:18,1.0,go over,1.0,2019-11-21
958,2019-11-21 14:44:54,2019-11-21 14:44:55,1.0,go over,1.0,2019-11-21
959,2019-11-21 14:46:06,2019-11-21 14:46:07,1.0,go over,1.0,2019-11-21
960,2019-11-21 14:47:31,2019-11-21 14:47:33,2.0,go over,1.0,2019-11-21
961,2019-11-21 14:49:23,2019-11-21 14:49:30,7.0,go over,1.0,2019-11-21
962,2019-11-21 15:04:16,2019-11-21 15:04:21,5.0,go over,1.0,2019-11-21
963,2019-11-21 15:04:27,2019-11-21 15:04:28,1.0,go over,1.0,2019-11-21
964,2019-11-21 15:04:29,2019-11-21 15:05:20,51.0,on top,1.0,2019-11-21
965,2019-11-21 15:06:48,2019-11-21 15:06:49,1.0,go over,1.0,2019-11-21
966,2019-11-21 15:17:13,2019-11-21 15:17:14,1.0,go over,1.0,2019-11-21
967,2019-11-21 15:17:51,2019-11-21 15:17:52,1.0,go over,1.0,2019-11-21
968,2019-11-21 15:18:22,2019-11-21 15:18:24,2.0,go over,1.0,2019-11-21
969,2019-11-21 15:22:32,2019-11-21 15:22:33,1.0,go over,1.0,2019-11-21
970,2019-11-21 15:29:02,2019-11-21 15:29:29,27.0,on top,1.0,2019-11-21
971,2019-11-21 15:39:45,2019-11-21 15:40:01,16.0,on top,1.0,2019-11-21
972,2019-11-21 16:07:14,2019-11-21 16:07:15,1.0,go over,1.0,2019-11-21
973,2019-11-21 16:08:48,2019-11-21 16:08:49,1.0,go over,1.0,2019-11-21
974,2019-11-21 16:13:11,2019-11-21 16:14:28,77.0,"on top, shoo",2.0,2019-11-21
975,2019-11-21 16:23:47,2019-11-21 16:23:48,1.0,go over,1.0,2019-11-21
976,2019-11-21 16:30:38,2019-11-21 16:30:47,9.0,go over,1.0,2019-11-21
977,2019-11-21 16:55:56,2019-11-21 16:56:16,20.0,go over,1.0,2019-11-21
978,2019-11-21 17:12:53,2019-11-21 17:12:59,6.0,go over,1.0,2019-11-21
979,2019-11-21 17:13:02,2019-11-21 17:13:23,21.0,on top,1.0,2019-11-21
980,2019-11-21 17:29:34,2019-11-21 17:30:02,28.0,on top,1.0,2019-11-21
981,2019-11-21 17:38:46,2019-11-21 17:39:08,22.0,on top,1.0,2019-11-21
982,2019-11-21 18:14:45,2019-11-21 18:14:46,1.0,go over,1.0,2019-11-21
983,2019-11-22 08:56:34,2019-11-22 08:56:35,1.0,go over,1.0,2019-11-22
984,2019-11-22 10:07:51,2019-11-22 10:12:22,271.0,"on top, food",1.0,2019-11-22
985,2019-11-22 12:10:58,2019-11-22 12:11:16,18.0,"next to, go over",1.0,2019-11-22
986,2019-11-22 13:28:54,2019-11-22 13:28:55,1.0,go through,1.0,2019-11-22
987,2019-11-22 13:29:07,2019-11-22 13:29:08,1.0,go over,1.0,2019-11-22
988,2019-11-22 14:55:24,2019-11-22 14:55:26,2.0,go through,1.0,2019-11-22
989,2019-11-22 15:33:41,2019-11-22 15:39:18,337.0,"sit middle, groom",2.0,2019-11-22
990,2019-11-22 15:54:50,2019-11-22 15:54:58,8.0,go over,1.0,2019-11-22
991,2019-11-22 15:55:09,2019-11-22 15:55:15,6.0,go over,1.0,2019-11-22
992,2019-11-22 16:33:16,2019-11-22 16:33:43,27.0,go over,1.0,2019-11-22
993,2019-11-23 07:02:42,2019-11-23 07:02:47,5.0,go over,1.0,2019-11-23
994,2019-11-23 07:04:08,2019-11-23 07:04:10,2.0,go over,1.0,2019-11-23
995,2019-11-23 07:05:41,2019-11-23 07:06:27,46.0,sit middle,1.0,2019-11-23
996,2019-11-23 07:08:23,2019-11-23 07:08:24,1.0,go over,1.0,2019-11-23
997,2019-11-23 07:15:13,2019-11-23 07:15:14,1.0,go over,1.0,2019-11-23
998,2019-11-23 07:17:39,2019-11-23 07:18:12,33.0,sit middle,1.0,2019-11-23
999,2019-11-23 07:18:27,2019-11-23 07:18:28,1.0,go over,1.0,2019-11-23
1000,2019-11-23 07:18:47,2019-11-23 07:18:48,1.0,go over,1.0,2019-11-23
1001,2019-11-23 07:28:22,2019-11-23 07:29:01,39.0,"go through, sit on edge",1.0,2019-11-23
1002,2019-11-23 07:30:14,2019-11-23 07:30:17,3.0,go over,1.0,2019-11-23
1003,2019-11-23 07:31:00,2019-11-23 07:31:02,2.0,go over,1.0,2019-11-23
1004,2019-11-23 07:32:02,2019-11-23 07:32:55,53.0,on top,1.0,2019-11-23
1005,2019-11-23 07:39:13,2019-11-23 07:44:28,315.0,"on top, sit middle, sit on edge, go over",2.0,2019-11-23
1006,2019-11-23 07:44:55,2019-11-23 07:44:56,1.0,go over,1.0,2019-11-23
1007,2019-11-23 07:49:08,2019-11-23 07:49:14,6.0,go through,1.0,2019-11-23
1008,2019-11-23 07:51:51,2019-11-23 07:51:52,1.0,go over,1.0,2019-11-23
1009,2019-11-23 08:17:40,2019-11-23 08:17:41,1.0,go over,1.0,2019-11-23
1010,2019-11-23 08:18:30,2019-11-23 08:18:31,1.0,go over,1.0,2019-11-23
1011,2019-11-23 08:31:46,2019-11-23 08:31:51,5.0,go over,1.0,2019-11-23
1012,2019-11-23 09:19:30,2019-11-23 09:19:31,1.0,go over,1.0,2019-11-23
1013,2019-11-23 09:33:44,2019-11-23 09:33:45,1.0,go over,1.0,2019-11-23
1014,2019-11-23 10:00:55,2019-11-23 10:00:56,1.0,go over,1.0,2019-11-23
1015,2019-11-23 10:43:28,2019-11-23 10:43:29,1.0,go over,1.0,2019-11-23
1016,2019-11-23 10:56:33,2019-11-23 10:56:36,3.0,go through,1.0,2019-11-23
1017,2019-11-23 11:56:27,2019-11-23 11:56:34,7.0,go through,1.0,2019-11-23
1018,2019-11-23 12:08:00,2019-11-23 12:08:01,1.0,go over,1.0,2019-11-23
1019,2019-11-23 12:10:37,2019-11-23 12:10:48,11.0,"go through, git on edge",1.0,2019-11-23
1020,2019-11-23 12:26:16,2019-11-23 12:26:18,2.0,go over,1.0,2019-11-23
1021,2019-11-23 12:27:53,2019-11-23 12:27:54,1.0,go over,1.0,2019-11-23
1022,2019-11-23 12:30:22,2019-11-23 12:30:27,5.0,go through,1.0,2019-11-23
1023,2019-11-23 12:38:29,2019-11-23 12:38:41,12.0,on top,1.0,2019-11-23
1024,2019-11-23 12:44:07,2019-11-23 12:44:08,1.0,go over,1.0,2019-11-23
1025,2019-11-23 12:45:25,2019-11-23 12:45:26,1.0,go over,1.0,2019-11-23
1026,2019-11-23 12:52:42,2019-11-23 12:52:43,1.0,go over,1.0,2019-11-23
1027,2019-11-23 13:28:04,2019-11-23 13:28:05,1.0,go over,1.0,2019-11-23
1028,2019-11-23 13:55:11,2019-11-23 13:55:17,6.0,go through,1.0,2019-11-23
1029,2019-11-23 14:02:15,2019-11-23 14:02:16,1.0,go through,1.0,2019-11-23
1030,2019-11-23 14:02:21,2019-11-23 14:02:30,9.0,go over,1.0,2019-11-23
1031,2019-11-23 14:06:07,2019-11-23 14:06:09,2.0,go through,1.0,2019-11-23
1032,2019-11-23 15:16:14,2019-11-23 15:16:15,1.0,go over,1.0,2019-11-23
1033,2019-11-23 15:16:18,2019-11-23 15:16:19,1.0,go over,1.0,2019-11-23
1034,2019-11-23 15:16:31,2019-11-23 15:16:32,1.0,go over,1.0,2019-11-23
1035,2019-11-23 16:07:34,2019-11-23 16:07:44,10.0,go over,1.0,2019-11-23
1036,2019-11-23 16:22:03,2019-11-23 16:22:07,4.0,go over,1.0,2019-11-23
1037,2019-11-23 17:20:17,2019-11-23 17:20:56,39.0,"on top, go through",2.0,2019-11-23
1038,2019-11-23 17:21:14,2019-11-23 17:21:22,8.0,go over,1.0,2019-11-23
1039,2019-11-24 07:03:09,2019-11-24 07:03:16,7.0,go over,1.0,2019-11-24
1040,2019-11-24 07:07:42,2019-11-24 07:07:46,4.0,go over,1.0,2019-11-24
1041,2019-11-24 07:09:32,2019-11-24 07:09:37,5.0,go over,1.0,2019-11-24
1042,2019-11-24 07:11:03,2019-11-24 07:14:56,233.0,"on top, sit middle",1.0,2019-11-24
1043,2019-11-24 07:14:56,2019-11-24 07:15:01,5.0,go over,1.0,2019-11-24
1044,2019-11-24 07:16:34,2019-11-24 07:17:18,44.0,on top,1.0,2019-11-24
1045,2019-11-24 07:20:46,2019-11-24 07:20:52,6.0,go over,1.0,2019-11-24
1046,2019-11-24 07:30:08,2019-11-24 07:30:09,1.0,go through,1.0,2019-11-24
1047,2019-11-24 07:35:02,2019-11-24 07:35:10,8.0,on top,1.0,2019-11-24
1048,2019-11-24 07:27:27,2019-11-24 07:27:28,1.0,go over,1.0,2019-11-24
1049,2019-11-24 07:38:29,2019-11-24 07:38:30,1.0,go over,1.0,2019-11-24
1050,2019-11-24 07:40:08,2019-11-24 07:40:16,8.0,"grab, next to, sit on edge, bite, sit on top, shoo",1.0,2019-11-24
1051,2019-11-24 08:36:59,2019-11-24 08:37:00,1.0,go through,1.0,2019-11-24
1052,2019-11-24 08:39:44,2019-11-24 08:41:04,80.0,"on top, sit on edge",1.0,2019-11-24
1053,2019-11-24 09:05:41,2019-11-24 09:07:35,114.0,"Sit on edge, go through",1.0,2019-11-24
1054,2019-11-24 11:34:32,2019-11-24 11:34:57,25.0,on top,1.0,2019-11-24
1055,2019-11-24 11:57:42,2019-11-24 11:57:43,1.0,go over,1.0,2019-11-24
1056,2019-11-24 12:01:25,2019-11-24 12:01:26,1.0,go through,1.0,2019-11-24
1057,2019-11-24 12:03:38,2019-11-24 12:03:39,1.0,go over,1.0,2019-11-24
1058,2019-11-24 12:04:49,2019-11-24 12:04:50,1.0,go through,1.0,2019-11-24
1059,2019-11-24 12:11:26,2019-11-24 12:11:27,1.0,go through,1.0,2019-11-24
1060,2019-11-24 12:17:53,2019-11-24 12:17:56,3.0,go over,1.0,2019-11-24
1061,2019-11-24 12:44:11,2019-11-24 12:44:12,1.0,go through,1.0,2019-11-24
1062,2019-11-24 12:54:55,2019-11-24 12:55:07,12.0,go through,1.0,2019-11-24
1063,2019-11-24 13:11:11,2019-11-24 13:11:13,2.0,go over,1.0,2019-11-24
1064,2019-11-24 13:15:49,2019-11-24 13:15:50,1.0,go over,1.0,2019-11-24
1065,2019-11-24 13:25:48,2019-11-24 13:25:49,1.0,go over,1.0,2019-11-24
1066,2019-11-24 13:31:36,2019-11-24 13:31:38,2.0,go over,1.0,2019-11-24
1067,2019-11-24 13:48:48,2019-11-24 13:48:49,1.0,go over,1.0,2019-11-24
1068,2019-11-24 13:59:04,2019-11-24 13:59:39,35.0,sit middle,2.0,2019-11-24
1069,2019-11-24 13:59:40,2019-11-24 13:59:42,2.0,go over,1.0,2019-11-24
1070,2019-11-24 14:03:57,2019-11-24 14:04:28,31.0,on top,1.0,2019-11-24
1071,2019-11-24 14:08:31,2019-11-24 14:08:39,8.0,go over,1.0,2019-11-24
1072,2019-11-24 14:09:41,2019-11-24 14:09:42,1.0,go over,1.0,2019-11-24
1073,2019-11-24 14:11:36,2019-11-24 14:11:38,2.0,go over,1.0,2019-11-24
1074,2019-11-24 14:41:42,2019-11-24 14:42:22,40.0,"next to, bite, go through, shoo",2.0,2019-11-24
1075,2019-11-24 15:06:16,2019-11-24 15:06:17,1.0,go over,1.0,2019-11-24
1076,2019-11-24 15:09:17,2019-11-24 15:09:18,1.0,go over,1.0,2019-11-24
1077,2019-11-24 15:20:04,2019-11-24 15:20:10,6.0,go over,1.0,2019-11-24
1078,2019-11-24 15:24:19,2019-11-24 15:24:20,1.0,go over,1.0,2019-11-24
1079,2019-11-24 15:36:29,2019-11-24 15:36:35,6.0,go over,1.0,2019-11-24
1080,2019-11-24 15:48:03,2019-11-24 15:48:22,19.0,go over,1.0,2019-11-24
1081,2019-11-24 16:05:39,2019-11-24 16:05:40,1.0,go over,1.0,2019-11-24
1082,2019-11-24 16:36:08,2019-11-24 16:36:33,25.0,"go through, sit on edge",1.0,2019-11-24
1083,2019-11-24 16:38:33,2019-11-24 16:38:34,1.0,go over,1.0,2019-11-24
1084,2019-11-24 16:49:28,2019-11-24 16:49:30,2.0,go over,1.0,2019-11-24
1085,2019-11-24 17:07:49,2019-11-24 17:16:17,508.0,on top,1.0,2019-11-24
1086,2019-11-24 18:19:22,2019-11-24 19:00:00,2438.0,on top,1.0,2019-11-24
1087,2019-11-25 07:02:48,2019-11-25 07:02:50,2.0,go over,1.0,2019-11-25
1088,2019-11-25 07:06:00,2019-11-25 07:22:19,979.0,"sit on edge, go over, sit middle",2.0,2019-11-25
1089,2019-11-25 07:22:29,2019-11-25 07:22:30,1.0,go over,1.0,2019-11-25
1090,2019-11-25 07:22:54,2019-11-25 07:22:55,1.0,go over,1.0,2019-11-25
1091,2019-11-25 07:33:00,2019-11-25 07:33:02,2.0,go through,1.0,2019-11-25
1092,2019-11-25 07:34:47,2019-11-25 07:34:48,1.0,go over,1.0,2019-11-25
1093,2019-11-25 07:34:51,2019-11-25 07:34:52,1.0,go over,1.0,2019-11-25
1094,2019-11-25 07:39:27,2019-11-25 07:39:28,1.0,go over,1.0,2019-11-25
1095,2019-11-25 07:42:53,2019-11-25 07:42:55,2.0,go over,1.0,2019-11-25
1096,2019-11-25 08:01:04,2019-11-25 08:01:12,8.0,on top,1.0,2019-11-25
1097,2019-11-25 08:18:53,2019-11-25 08:19:27,34.0,sit middle,1.0,2019-11-25
1098,2019-11-25 08:19:38,2019-11-25 08:19:55,17.0,go over,1.0,2019-11-25
1099,2019-11-25 08:30:25,2019-11-25 08:30:30,5.0,go over,1.0,2019-11-25
1100,2019-11-25 08:35:33,2019-11-25 08:35:34,1.0,go over,1.0,2019-11-25
1101,2019-11-25 08:59:23,2019-11-25 08:59:25,2.0,go over,1.0,2019-11-25
1102,2019-11-25 09:01:35,2019-11-25 09:02:16,41.0,on top,1.0,2019-11-25
1103,2019-11-25 09:12:00,2019-11-25 09:12:01,1.0,go over,1.0,2019-11-25
1104,2019-11-25 09:12:12,2019-11-25 09:12:14,2.0,go over,1.0,2019-11-25
1105,2019-11-25 09:43:03,2019-11-25 09:43:06,3.0,go over,1.0,2019-11-25
1106,2019-11-25 09:44:04,2019-11-25 09:44:07,3.0,go over,1.0,2019-11-25
1107,2019-11-25 10:15:03,2019-11-25 10:15:20,17.0,go through,1.0,2019-11-25
1108,2019-11-25 10:24:16,2019-11-25 10:25:15,59.0,on top,1.0,2019-11-25
1109,2019-11-25 10:33:51,2019-11-25 10:33:57,6.0,on top,1.0,2019-11-25
1110,2019-11-25 10:35:14,2019-11-25 10:35:21,7.0,go through,1.0,2019-11-25
1111,2019-11-25 10:35:28,2019-11-25 10:35:41,13.0,on top,1.0,2019-11-25
1112,2019-11-25 10:36:58,2019-11-25 10:37:01,3.0,go through,1.0,2019-11-25
1113,2019-11-25 10:45:11,2019-11-25 10:45:12,1.0,go over,1.0,2019-11-25
1114,2019-11-25 10:54:52,2019-11-25 10:54:53,1.0,go through,1.0,2019-11-25
1115,2019-11-25 12:07:28,2019-11-25 12:07:29,1.0,go over,1.0,2019-11-25
1116,2019-11-25 12:43:55,2019-11-25 12:43:57,2.0,go over,1.0,2019-11-25
1117,2019-11-25 12:44:05,2019-11-25 12:44:38,33.0,"sit middle, sit on edge",1.0,2019-11-25
1118,2019-11-25 12:48:56,2019-11-25 12:49:19,23.0,sit on edge,1.0,2019-11-25
1119,2019-11-25 13:05:21,2019-11-25 13:05:22,1.0,go over,1.0,2019-11-25
1120,2019-11-25 14:08:36,2019-11-25 14:08:37,1.0,go through,1.0,2019-11-25
1121,2019-11-25 14:14:16,2019-11-25 14:14:18,2.0,go over,1.0,2019-11-25
1122,2019-11-25 14:14:19,2019-11-25 14:14:33,14.0,on top,1.0,2019-11-25
1123,2019-11-25 14:40:52,2019-11-25 14:40:53,1.0,go over,1.0,2019-11-25
1124,2019-11-25 14:59:46,2019-11-25 15:02:24,158.0,"next to, grab, bite, go though, sit on edge",2.0,2019-11-25
1125,2019-11-25 15:04:50,2019-11-25 15:04:53,3.0,go over,1.0,2019-11-25
1126,2019-11-25 15:05:32,2019-11-25 15:05:35,3.0,go over,1.0,2019-11-25
1127,2019-11-25 15:06:37,2019-11-25 15:06:40,3.0,go over,1.0,2019-11-25
1128,2019-11-25 15:10:58,2019-11-25 15:11:11,13.0,go over,1.0,2019-11-25
1129,2019-11-25 15:11:31,2019-11-25 15:11:38,7.0,go over,1.0,2019-11-25
1130,2019-11-25 15:11:57,2019-11-25 15:11:58,1.0,go over,1.0,2019-11-25
1131,2019-11-25 16:52:06,2019-11-25 16:52:08,2.0,go over,1.0,2019-11-25
1132,2019-11-25 16:54:08,2019-11-25 16:54:09,1.0,go over,1.0,2019-11-25
1133,2019-11-25 18:48:51,2019-11-25 18:49:00,9.0,go over,1.0,2019-11-25
1134,2019-11-26 07:03:36,2019-11-26 07:03:40,4.0,go through,1.0,2019-11-26
1135,2019-11-26 07:09:28,2019-11-26 07:18:26,538.0,on top,2.0,2019-11-26
1136,2019-11-26 07:27:43,2019-11-26 07:28:03,20.0,on top,1.0,2019-11-26
1137,2019-11-26 07:28:21,2019-11-26 07:30:41,140.0,on top,2.0,2019-11-26
1138,2019-11-26 07:38:23,2019-11-26 07:38:27,4.0,go over,1.0,2019-11-26
1139,2019-11-26 07:39:22,2019-11-26 07:39:28,6.0,go over,1.0,2019-11-26
1140,2019-11-26 07:45:16,2019-11-26 07:46:04,48.0,on top,1.0,2019-11-26
1141,2019-11-26 08:02:50,2019-11-26 08:02:52,2.0,go over,1.0,2019-11-26
1142,2019-11-26 08:21:05,2019-11-26 08:21:06,1.0,go over,1.0,2019-11-26
1143,2019-11-26 08:22:19,2019-11-26 08:22:46,27.0,on top,1.0,2019-11-26
1144,2019-11-26 08:22:51,2019-11-26 08:22:55,4.0,go over,1.0,2019-11-26
1145,2019-11-26 09:20:12,2019-11-26 09:20:14,2.0,go through,1.0,2019-11-26
1146,2019-11-26 09:20:45,2019-11-26 09:20:48,3.0,go over,1.0,2019-11-26
1147,2019-11-26 09:20:55,2019-11-26 09:20:56,1.0,go over,1.0,2019-11-26
1148,2019-11-26 09:23:03,2019-11-26 09:23:05,2.0,go over,1.0,2019-11-26
1149,2019-11-26 09:30:58,2019-11-26 09:30:59,1.0,go over,1.0,2019-11-26
1150,2019-11-26 09:59:40,2019-11-26 09:59:43,3.0,go over,1.0,2019-11-26
1151,2019-11-26 10:33:39,2019-11-26 10:33:40,1.0,go over,1.0,2019-11-26
1152,2019-11-26 10:34:38,2019-11-26 10:34:39,1.0,go over,1.0,2019-11-26
1153,2019-11-26 11:51:29,2019-11-26 12:03:39,730.0,"sit middle, sit on edge",2.0,2019-11-26
